conceptId,conceptName,vocabularyId,domainId,standardConcept,conceptInSet,rc,dc,drc,dbc
4197396,Hepatic artery embolism,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4322723,False aneurysm of distal brachial artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4178400,External iliac artery thrombosis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4010874,Retinal arteritis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4119999,Chronic peri-aortitis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
762628,Posterior cerebral artery embolism,SNOMED,Condition,S,Not included - descendant,100,1,200,2
40493454,Obstruction of aortic outflow,SNOMED,Condition,S,Not included - descendant,100,1,200,1
4109347,Localized supravalvar aortic stenosis,SNOMED,Condition,S,Not included - descendant,100,1,200,1
42535143,Atherosclerosis of left iliac artery,SNOMED,Condition,S,Not included - descendant,100,1,200,1
42539276,Occlusion of right middle cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,200,1
4143890,Rupture popliteal artery,SNOMED,Condition,S,Not included - descendant,100,1,200,1
42536635,Acute aortoiliac occlusion,SNOMED,Condition,S,Not included - descendant,100,1,200,1
36713015,Atherosclerosis of right iliac artery,SNOMED,Condition,S,Not included - descendant,100,1,200,1
42536634,Acute occlusion of artery of upper limb,SNOMED,Condition,S,Not included - descendant,100,1,200,1
42535456,Occlusion of right vertebral artery,SNOMED,Condition,S,Not included - descendant,100,1,200,1
45766110,Asymptomatic occlusion of anterior cerebral artery,SNOMED,Condition,S,Not included - descendant,187,1,187,1
36717012,Aneurysm of right femoral artery,SNOMED,Condition,S,Not included - descendant,172,1,172,1
36713013,Occlusion of right femoral artery,SNOMED,Condition,S,Not included - descendant,169,1,169,1
36712807,Pain at rest of right lower limb co-occurrent and due to atherosclerosis,SNOMED,Condition,S,Not included - descendant,163,1,163,1
761930,Asymptomatic carotid artery stenosis,SNOMED,Condition,S,Not included - descendant,153,1,153,1
37109921,Acute occlusion of artery of lower limb co-occurrent and due to thromboembolus,SNOMED,Condition,S,Not included - descendant,139,1,139,1
36712962,Aneurysm of left femoral artery,SNOMED,Condition,S,Not included - descendant,135,1,135,1
36712957,Aneurysm of left common iliac artery,SNOMED,Condition,S,Not included - descendant,133,1,133,1
36712961,Aneurysm of left popliteal artery,SNOMED,Condition,S,Not included - descendant,132,1,132,1
765907,Occlusion and stenosis of middle cerebral artery with infarction,SNOMED,Condition,S,Not included - descendant,124,1,124,1
36713012,Occlusion of left femoral artery,SNOMED,Condition,S,Not included - descendant,114,1,114,1
36712960,Aneurysm of right popliteal artery,SNOMED,Condition,S,Not included - descendant,112,1,112,1
36712809,Aneurysm of right renal artery,SNOMED,Condition,S,Not included - descendant,107,1,107,1
42535836,Stenosis of left vertebral artery,SNOMED,Condition,S,Not included - descendant,107,1,107,1
4112155,Anterior tibial aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4322809,Aneurysm of gastroepiploic artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4070297,Pentalogy of Fallot,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535874,Thrombosis of left middle cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4124843,Common femoral aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536825,Laceration of deep palmar arch,SNOMED,Condition,S,Not included - descendant,100,1,100,1
764734,Pseudoaneurysm of vertebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539787,Occlusion of right posterior cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762701,Basilar artery occlusion without infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535106,Acquired right carotid cavernous fistula,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40491456,Aneurysm of aortic sinus of Valsalva with rupture to left atrium,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4055025,Superior mesenteric artery embolus,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4108380,Embolism and thrombosis of the subclavian artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4070929,Anomalous origin of the aortic arch,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37016147,Occlusion of renal artery due to embolism,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4194897,Multiple AND bilateral precerebral artery obstruction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4108750,Interrupted aortic arch between left common carotid and brachiocephalic artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536824,Laceration of superficial palmar arch,SNOMED,Condition,S,Not included - descendant,100,1,100,1
763093,Carotid artery stenosis without infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4301023,Secondary erythromelalgia,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4294425,Purpura due to prolonged vomiting and/or coughing,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43020504,Shone complex,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4055594,"Closed injury, anterior tibial artery",SNOMED,Condition,S,Not included - descendant,100,1,100,1
40488007,Aneurysm of aortic sinus of Valsalva with protrusion into right atrium,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4109316,Ascending aortic atresia,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4031045,Anterior choroidal artery syndrome,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4110331,Embolism and thrombosis of the ulnar artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4108364,Extremity artery atheroma,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4055590,"Open injury, superficial femoral artery",SNOMED,Condition,S,Not included - descendant,100,1,100,1
4109469,Right aortic arch and right descending aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4244961,Congenital dilatation of carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535512,Cerebrovascular accident due to thrombus of right carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4229401,Platelet-fibrin retinal embolus,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4175579,Suprarenal artery aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36712959,Aneurysm of left internal iliac artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
45766073,Occlusion of internal auditory artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4111847,Peripheral artery spasm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
764102,Abdominal aortic aneurysm greater than 5.5 centimeters in male,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539417,Thrombosis of right carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43021718,Acquired complete obstruction of aortic arch,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4137219,Chronic nontraumatic dissection of thoracic aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36713094,Peripheral angiopathy due to type 1 diabetes mellitus,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37116421,Acute occlusion of artery of upper limb caused by thromboembolus,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37119077,Asymptomatic stenosis of intracranial artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535107,Acquired left carotid cavernous fistula,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40488394,Aneurysm of aortic sinus of Valsalva with protrusion into left ventricle,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43021317,Vascular ring with right aortic arch and left arterial duct from anomalous retroesophageal left subclavian artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43021316,Vascular ring with right aortic arch and left arterial ligament with anomalous retroesophageal left subclavian artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4245436,Congenital dilatation of subclavian artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539014,Embolus of right posterior cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539166,Cerebrovascular accident due to thrombus of left carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762707,Occlusion and stenosis of posterior cerebral artery without infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762583,Dissecting aneurysm of middle cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4109470,Right aortic arch and left descending aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
46272559,Inflammation of fetal umbilical artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40487099,Double aortic arch with right arch dominant,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42538818,Occlusion of right middle cerebral artery by embolus,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535096,Thrombosis of right vertebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4264734,Thromboembolism of renal arteries,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4152613,Dynamic aortic outflow tract obstruction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37110240,Asymptomatic stenosis of extracranial artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535511,Cerebrovascular accident due to thrombus of basilar artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4064193,O/E - retinal microaneurysms,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536842,Laceration of popliteal artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4108370,Posterior tibial aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36712958,Aneurysm of right internal iliac artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40491479,Aneurysm of aortic sinus of Valsalva with rupture to pulmonary artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40490430,Aneurysm of aortic sinus of Valsalva with rupture to pericardial cavity,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4347064,Giant cell arteritis without polymyalgia rheumatica,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762341,Occlusion of right anterior cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
764722,Thrombosis of posterior cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
45766088,Asymptomatic occlusion of extracranial carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4002631,Congenital stricture of cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4095428,Injury of anterior spinal artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37108913,Dissection of left vertebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40488006,Aneurysm of aortic sinus of Valsalva with protrusion into pulmonary artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
45766128,Familial cerebral saccular aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762756,Arteriosclerosis of renal artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535097,Thrombosis of left vertebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4144633,Thrombosis of axillofemoral bypass graft,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36712950,Aneurysm of intracranial portion of right internal carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4244374,Ruptured sinus of Valsalva into left ventricle,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4146010,Infected femoropopliteal graft,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37117127,Dissection of external carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4115229,Digital arterial thrombosis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43020423,Posterior tibial artery insufficiency,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37110251,Non-atherosclerotic chronic arterial occlusive disease,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43020490,Aneurysm of extracranial portion of internal carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4120105,Superficial femoral aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4050546,"Open injury, brachial artery",SNOMED,Condition,S,Not included - descendant,100,1,100,1
43021429,Anomalous common origin of brachiocephalic artery and left common carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36713014,Atherosclerosis of bilateral iliac arteries,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535094,Subclavian steal syndrome of right subclavian artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40491454,Abnormal course of aortic arch and descending aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4187858,Annular abscess of aortic root,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535092,Dilatation of aortic root co-occurrent and due to Marfan syndrome,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4263089,Stasis purpura,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4041678,Intracranial arterial septic embolism,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43021633,Congenital atresia of aortic arch,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4055473,"Closed injury, axillary artery",SNOMED,Condition,S,Not included - descendant,100,1,100,1
4109319,Left aortic arch and right descending aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40486227,Residual coarctation of aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535113,Cerebrovascular accident due to thrombus of right middle cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
764100,Abdominal aortic aneurysm 3.0 to 5.5 centimeters in male,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4055477,"Open injury, radial artery",SNOMED,Condition,S,Not included - descendant,100,1,100,1
4245320,Congenital absence of carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
45766108,Asymptomatic occlusion of posterior cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762754,Arteriosclerosis of thoracic aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4132551,Injury of middle colic artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42538671,Tetralogy of Fallot with pulmonary atresia and systemic-to-pulmonary collateral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37116422,Acute occlusion of artery of upper limb caused by thrombus,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762700,Carotid artery occlusion without infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4259004,Congenital hypoplasia of umbilical artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762926,Occlusion of internal carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42537643,Dissection of basilar artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4079021,Ruptured internal carotid-anterior communicating artery zone aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
763095,Posterior inferior cerebellar artery occlusion with infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4311006,Dural carotid cavernous fistula,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37109922,Acute occlusion of aortoiliac artery due to thrombosis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40486131,Dilatation of aortic sinutubular junction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40479593,Nonischemic priapism,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43021721,Acquired luminal obstruction of aortic arch between subclavian artery and common carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
765609,Vertebral artery stenosis without infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535098,Bilateral vertebral artery occlusion,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4139417,Rupture femoral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762585,Dissecting aneurysm of anterior cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42538826,Stenosis of left cerebellar artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539411,Stenosis of right vertebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4216555,Injury of suprarenal arteries,SNOMED,Condition,S,Not included - descendant,100,1,100,1
765495,Occlusion and stenosis of middle cerebral artery without infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37110254,External iliac artery endofibrosis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4213638,Aneurysm of axillary artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4120112,Cerebral steal syndrome,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4301022,Primary erythromelalgia,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4009154,Atheroma of cerebral arteries,SNOMED,Condition,S,Not included - descendant,100,1,100,1
763004,Vertebral artery stenosis with infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
45766199,Cerebral arteritis due to infectious disease,SNOMED,Condition,S,Not included - descendant,100,1,100,1
45766070,Embolism of internal auditory artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
46271460,Atherosclerosis of nonautologous biological bypass graft of lower limb,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40488026,Aneurysm of aortic sinus of Valsalva with protrusion into left atrium,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40483311,Isolation of left subclavian artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4125330,Inadequate aortic balloon augmentation,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40492418,Laceration of digital artery of hand,SNOMED,Condition,S,Not included - descendant,100,1,100,1
763003,Vertebral artery occlusion with infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535735,Combined occlusion by thrombus of retinal artery and retinal vein,SNOMED,Condition,S,Not included - descendant,100,1,100,1
46271462,Atherosclerosis of autologous bypass graft of lower limb,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4050550,"Open injury, digital artery",SNOMED,Condition,S,Not included - descendant,100,1,100,1
37108910,Dissection of left carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37017533,Transplant renal artery stenosis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4343937,Secondary aortitis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539472,Embolus of left middle cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
765606,Internal carotid artery stenosis with infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4146009,Infected femorofemoral crossover graft,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4308138,Aneurysm of spinal artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42873064,Vascular ring with right aortic arch and left patent arterial duct,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4124847,Thoracic aorta perforation,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36712951,Aneurysm of intracranial portion of left internal carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43020555,Middle aortic syndrome,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4109463,Diffuse supravalvar aortic stenosis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4209546,Aberrant retro-esophageal subclavian artery causing dysphagia,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40482910,Aortic sinus of Valsalva aneurysm from noncoronary sinus,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762936,Occlusion and stenosis of posterior cerebral artery with infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4143225,Ruptured aneurysm of internal iliac artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4031690,Aortocaval fistula,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535114,Cerebrovascular accident due to thrombus of left middle cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4198274,Juxtarenal aortic aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
764099,Abdominal aortic aneurysm 3.0 to 5.0 centimeters in female,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4139574,Infected iliofemoral graft,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4020435,Mechanical complication of carotid artery bypass,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4045751,Cerebral arteritis in giant cell arteritis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4246643,Congenital stenosis of subclavian artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42873062,Coarctation of aorta between subclavian artery and common carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4148535,Stenosis of retinal artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535509,Occlusion of left middle cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539416,Thrombosis of left carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36712808,Aneurysm of left renal artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4282908,Hyaline necrosis of aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4210434,Ruptured popliteal artery aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
765774,Occlusion and stenosis of anterior cerebral artery without infarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40488337,Perforation of femoral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4082161,Ruptured aneurysm of basilar artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4195971,Common iliac artery occlusion,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4245812,Congenital absence of subclavian artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4242222,Multiple AND bilateral precerebral artery embolism,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4079434,Ruptured aneurysm of posterior communicating artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
45771319,Asymptomatic occlusion of intracranial carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4044280,Congenital hypoplasia of ascending aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
40491994,Aortico-left ventricular tunnel with aneurysm of intracardiac septal wall and aneurysm of extracardiac aortic wall,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4126111,Congenital renal artery aneurysm,SNOMED,Condition,S,Not included - descendant,100,1,100,1
764707,Ruptured aneurysm of intracranial artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4046445,Anterior spinal artery thrombosis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43021949,Abscess at site of aortic coarctation,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4108733,Anomalies of the aorta excluding coarction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4120098,Superficial femoral artery stenosis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4147300,Injury of ileocolic artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4035176,Origin of innominate artery from left side of aortic arch,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4055593,"Closed injury, popliteal artery",SNOMED,Condition,S,Not included - descendant,100,1,100,1
40488014,Localized supravalvar aortic stenosis at sinutubular junction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4112796,Injury of deep plantar artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37117075,Dissection of right vertebral artery,SNOMED,Condition,S,Not included - descendant,100,1,100,1
43021052,Systemic to pulmonary collateral artery from descending thoracic aorta,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4179910,Superficial femoral artery thrombosis,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4020603,Mechanical complication of intra-aortic balloon,SNOMED,Condition,S,Not included - descendant,0,0,0,0
764705,Thrombosis of anterior inferior cerebellar artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4050554,"Closed injury, common femoral artery",SNOMED,Condition,S,Not included - descendant,0,0,0,0
4144150,Thrombosis of posterior communicating artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
42536639,Perforation of thoracoabdominal aorta co-occurrent and due to aneurysm of thoracoabdominal aorta,SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021453,Anomalous origin of arterial ligament from left carotid artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
42873063,Coarctation of aorta between left common carotid artery and right common carotid artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021723,Right aortic arch branching pattern,SNOMED,Condition,S,Not included - descendant,0,0,0,0
762342,Occlusion of left anterior cerebral artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
40486080,Double aortic arch with left arch dominant and coarctation of right arch,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37204826,Fibromuscular dysplasia of wall of carotid artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021180,Systemic to pulmonary collateral artery from right carotid artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021439,Abnormality of arterial ligament,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4108745,Vascular ring with left aortic arch,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36686441,Injury of left axillary artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615088,Embolism of artery of left lower limb,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4143892,Rupture axillary artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37110064,"Moyamoya angiopathy, short stature, facial dysmorphism, hypergonadotropic hypogonadism syndrome",SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021188,Systemic to pulmonary collateral artery from right renal artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
40491956,Common arterial trunk with obstruction of aortic arch,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615017,Aneurysm of left common carotid artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4103131,Dextraposition of aorta in Fallot's tetralogy,SNOMED,Condition,S,Not included - descendant,0,0,0,0
764505,Occlusive thrombus of left vertebral artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021449,Anomalous origin of arterial ligament from left brachiocephalic artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
3184417,Stenosis of right carotid artery,Nebraska Lexicon,Condition,S,Not included - descendant,0,0,0,0
40487985,Vascular ring with right aortic arch and right patent arterial duct with absent left pulmonary artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
3188677,Cerebral ischemia complicating stroke,Nebraska Lexicon,Condition,S,Not included - descendant,0,0,0,0
761858,Pain at rest of right lower limb co-occurrent and due to atherosclerosis of bypass graft,SNOMED,Condition,S,Not included - descendant,0,0,0,0
3188959,Femoral artery foreign body,Nebraska Lexicon,Condition,S,Not included - descendant,0,0,0,0
765274,Arterial thoracic outlet syndrome of right subclavian artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36715717,Anterior cord syndrome of thoracic spinal cord at T6 level,SNOMED,Condition,S,Not included - descendant,0,0,0,0
761804,Stenosis of artery of right upper limb,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37110247,Congenital anomaly of abdominal aorta,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4120107,Dissection of anterior spinal artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
761207,Aneurysm of right external iliac artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021569,Anomalous separate origins of internal carotid arteries and external carotid arteries from single aortic arch,SNOMED,Condition,S,Not included - descendant,0,0,0,0
761824,Thrombosis of bilateral popliteal arteries,SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021444,Anomalous origin of arterial ligament,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615022,Aneurysm of right subclavian artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
43021447,Anomalous origin of arterial ligament from distal descending aorta,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615087,Stenosis of artery of right lower limb,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36674753,Microaneurysm of left retinal artery due to diabetes mellitus,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615091,Embolism of right popliteal artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
3198350,Poorly controlled type I diabetes with circulatory disorder,Nebraska Lexicon,Condition,S,Not included - descendant,0,0,0,0
35622782,Familial thoracic aortic aneurysm and aortic dissection,SNOMED,Condition,S,Not included - descendant,0,0,0,0
761825,Claudication of bilateral upper limbs co-occurrent and due to atherosclerosis,SNOMED,Condition,S,Not included - descendant,0,0,0,0
762351,Ruptured acquired aneurysm of cerebral artery,SNOMED,Condition,S,Not included - descendant,0,0,0,0
